Date,RR,Rain7,RH_avg,Tavg,FRI_v2,FRI_v3_Final,Risk_Class_v3_Final,Confidence_v3_Final
2024-12-27,,78.9,81.0,28.3,64.30061013394347,64.63522345875288,Medium,0.85
2024-12-28,4.0,70.5,83.0,27.5,57.44145752895753,53.79527027027027,Medium,1.0
2024-12-29,8.2,57.7,84.0,27.7,56.27472007722006,54.90238738738738,Medium,1.0
2024-12-30,52.7,71.9,87.0,25.9,65.21240797940797,60.87258558558558,Medium,1.0
2024-12-31,0.7,66.60000000000001,84.0,27.4,56.05413127413127,51.81189189189188,Medium,1.0
2025-01-01,0.0,65.60000000000001,81.0,28.0,52.82738095238094,50.41666666666666,Medium,1.0
2025-01-02,18.0,83.60000000000001,82.0,28.0,63.85222007722006,61.57072072072071,Medium,1.0
2025-01-03,10.9,94.5,86.0,26.9,66.90273879833057,60.50569493660917,Medium,1.0
2025-01-04,0.0,90.5,89.0,26.6,64.92149972438774,56.36866091818254,Medium,1.0
2025-01-05,,82.3,84.0,27.3,67.27537060870394,63.96749690867338,Medium,0.85
2025-01-06,0.0,29.6,83.0,27.3,40.71661773863535,40.04052130593364,Medium,1.0
2025-01-07,19.0,47.900000000000006,89.0,25.7,55.33240025740025,51.52184684684685,Medium,1.0
2025-01-08,43.5,91.4,84.0,26.4,66.08854240491377,60.3336463501063,Medium,1.0
2025-01-09,0.2,73.60000000000001,90.0,26.1,60.7730501930502,52.921801801801806,Medium,1.0
2025-01-10,14.8,77.5,86.0,26.3,62.92120978120976,56.47351351351351,Medium,1.0
2025-01-11,0.1,77.60000000000001,95.0,24.1,63.47838481338481,53.55436936936936,Medium,1.0
2025-01-12,10.0,87.60000000000001,97.0,24.0,70.05578195133475,60.52654736593432,Medium,1.0
2025-01-13,24.7,112.3,90.0,25.1,69.85955823293172,61.71102409638554,Medium,1.0
2025-01-14,,93.3,92.0,25.5,73.16750662781845,66.04375981434387,High,0.85
2025-01-15,72.6,122.4,91.0,25.7,75.01506189463737,68.9045766595795,High,1.0
2025-01-16,,122.2,92.0,25.6,75.15657400845211,67.64546073567627,High,0.85
2025-01-17,52.6,160.0,87.0,26.0,74.18570918969998,67.25902976612332,High,1.0
2025-01-18,24.2,184.1,95.0,25.0,77.09171627687219,67.56270139381053,High,1.0
2025-01-19,26.1,200.2,89.0,26.0,75.31591188282542,66.42997165131112,High,1.0
2025-01-20,1.4,176.9,88.0,26.3,69.51481927710843,59.266706827309235,Medium,1.0
2025-01-21,0.0,176.9,83.0,26.8,64.20481927710844,54.67670682730923,Medium,1.0
2025-01-22,0.0,104.3,90.0,25.9,65.58374675171274,56.00862272619891,Medium,1.0
2025-01-23,3.2,107.5,88.0,26.5,66.302738010867,57.8109166076069,Medium,1.0
2025-01-24,0.0,54.90000000000001,84.0,27.1,51.176319176319176,47.0900900900901,Medium,1.0
2025-01-25,82.4,113.10000000000002,93.0,25.5,75.94113938105363,70.0247642334042,High,1.0
2025-01-26,67.8,154.8,87.0,26.3,74.7365983935743,68.45605220883535,High,1.0
2025-01-27,,153.4,92.0,25.6,77.20397931595664,69.1629493753561,High,0.85
2025-01-28,30.1,183.50000000000003,97.0,23.8,77.89628041578078,67.67289629104654,High,1.0
2025-01-29,7.2,190.7,88.0,25.3,71.22984408221119,60.77055752421451,Medium,1.0
2025-01-30,0.0,187.50000000000003,84.0,25.4,64.58085282305693,53.11493030947318,Medium,1.0
2025-01-31,7.0,194.50000000000003,84.0,26.2,67.92760453579022,58.13765650838648,Medium,1.0
2025-02-01,16.0,128.10000000000002,80.0,26.4,58.9977025750059,51.15089180250413,Medium,1.0
2025-02-02,0.0,60.30000000000001,81.0,27.8,50.49710424710425,47.972972972972975,Medium,1.0
2025-02-03,0.3,60.600000000000016,78.0,28.2,46.338629343629336,45.09554054054053,Medium,1.0
2025-02-04,5.0,35.500000000000014,76.0,27.4,34.32057074230813,34.2136852339014,Medium,1.0
2025-02-05,0.0,28.30000000000001,84.0,26.2,39.22397918334667,36.23178542834267,Medium,1.0
2025-02-06,2.5,30.80000000000001,82.0,26.3,38.308113157192416,35.599012543368026,Medium,1.0
2025-02-07,0.0,23.80000000000001,79.0,26.8,30.25587136375767,28.88744328796371,Low,1.0
2025-02-08,0.2,8.000000000000014,86.0,25.5,30.545879265091862,30.362782152230974,Low,1.0
2025-02-09,3.5,11.500000000000014,83.0,26.2,30.705118110236217,30.93858267716535,Low,1.0
2025-02-10,1.2,12.400000000000013,82.0,26.1,28.91044619422572,28.38797900262467,Low,1.0
2025-02-11,0.0,7.400000000000015,75.0,27.1,16.42200974878141,18.840644919385092,Low,1.0
2025-02-12,0.0,7.400000000000015,78.0,27.7,21.13927165354331,25.328740157480315,Low,1.0
2025-02-13,0.0,4.900000000000015,82.0,27.8,26.608267716535444,31.700787401574818,Low,1.0
2025-02-14,0.0,4.900000000000015,86.0,27.1,30.524934383202112,33.53412073490816,Medium,1.0
2025-02-15,28.0,32.70000000000002,81.0,27.3,43.75761053287074,45.10921626189841,Medium,1.0
2025-02-16,17.6,46.80000000000001,85.0,27.1,53.72657058980517,52.2692660795303,Medium,1.0
2025-02-17,0.0,45.60000000000001,84.0,26.8,47.23285294902589,43.246330397651455,Medium,1.0
2025-02-18,17.0,62.60000000000001,85.0,26.8,57.92046332046331,54.05765765765766,Medium,1.0
2025-02-19,50.0,112.6,91.0,24.7,72.6989428301441,65.47675998110088,Medium,1.0
2025-02-20,,112.6,81.0,27.6,66.33215870016012,63.06089409541282,Medium,0.85
2025-02-21,,112.6,83.0,27.2,68.35376363843172,63.8125280823409,Medium,0.85
2025-02-22,1.2,85.80000000000001,88.0,26.4,64.09840411840412,55.519549549549545,Medium,1.0
2025-02-23,14.4,82.60000000000001,93.0,25.4,68.13380308880308,60.41716216216215,Medium,1.0
2025-02-24,110.2,192.8,91.0,25.1,80.76886959603118,73.95904205055517,High,1.0
2025-02-25,11.8,187.6,88.0,26.2,72.41009213323883,63.06239782660052,Medium,1.0
2025-02-26,,137.60000000000002,92.0,25.8,76.35233745439274,68.7866344269813,High,0.85
2025-02-27,115.8,253.4,94.0,25.5,86.55622489959838,79.00602409638554,High,1.0
2025-02-28,43.6,297.0,89.0,26.1,82.86623080557523,73.22352823056934,High,1.0
2025-03-01,1.8,297.6,85.0,27.6,77.34500000000001,68.33000000000001,High,1.0
2025-03-02,0.3,283.5,80.0,28.4,70.1900350421293,63.27763564060162,Medium,1.0
2025-03-03,0.0,173.29999999999998,83.0,27.8,66.90887077722657,60.361209544058596,Medium,1.0
2025-03-04,,161.5,89.0,26.7,77.10280118294529,70.42292584409147,High,0.85
2025-03-05,4.1,165.60000000000002,86.0,27.1,70.51077722655329,62.83621072525398,Medium,1.0
2025-03-06,26.2,76.00000000000001,87.0,26.1,64.21025096525096,58.39734234234234,Medium,1.0
2025-03-07,0.2,32.600000000000016,82.0,27.9,42.33785628502802,43.18174939951961,Medium,1.0
2025-03-08,1.8,32.60000000000001,81.0,28.0,41.79035628502802,43.26674939951961,Medium,1.0
2025-03-09,10.3,42.600000000000016,87.0,25.9,51.03022551374432,47.42399119295436,Medium,1.0
2025-03-10,5.3,47.90000000000001,84.0,27.9,53.359900257400255,53.365180180180175,Medium,1.0
2025-03-11,0.0,47.90000000000001,89.0,26.5,52.132400257400256,47.05518018018018,Medium,1.0
2025-03-12,5.7,49.500000000000014,91.0,26.2,55.740534105534095,51.305540540540534,Medium,1.0
2025-03-13,15.3,38.600000000000016,84.0,27.6,50.09561115559115,50.92809447558047,Medium,1.0
2025-03-14,27.1,65.50000000000001,94.0,25.5,64.79687258687258,59.54247747747747,Medium,1.0
2025-03-15,2.4,66.10000000000002,82.0,27.6,54.19825611325612,50.96927927927929,Medium,1.0
2025-03-16,,55.800000000000026,84.0,28.5,61.350993850993845,64.46210916799151,Medium,0.85
2025-03-17,22.9,73.4,87.0,26.2,63.12703346203345,57.48342342342342,Medium,1.0
2025-03-18,0.4,73.80000000000001,81.0,27.6,54.37573359073359,50.003513513513525,Medium,1.0
2025-03-19,0.0,68.10000000000001,86.0,26.6,57.03453453453453,50.28528528528529,Medium,1.0
2025-03-20,4.7,57.500000000000014,91.0,24.6,56.76787001287002,50.120675675675685,Medium,1.0
2025-03-21,0.2,30.60000000000001,88.0,25.4,43.80804910595143,39.91296770749933,Medium,1.0
2025-03-22,7.6,35.80000000000001,94.0,25.1,51.65638110488389,48.0201334400854,Medium,1.0
2025-03-23,64.9,100.70000000000002,90.0,26.0,73.05046491849752,67.4204587762816,High,1.0
2025-03-24,1.5,79.30000000000001,86.0,27.3,63.18258258258258,57.5966966966967,Medium,1.0
2025-03-25,15.0,93.90000000000002,82.0,28.3,65.4417473816836,63.356445389400754,Medium,1.0
2025-03-26,8.0,101.90000000000002,80.0,29.3,62.99478108512482,61.68995787069849,Medium,1.0
2025-03-27,,97.20000000000002,87.0,27.4,73.65491377273801,70.40011256097053,High,0.85
2025-03-28,1.7,98.70000000000002,81.0,27.3,58.655234270415,52.24155287817939,Medium,1.0
2025-03-29,9.2,100.3,72.0,28.9,54.2011584714207,52.44912839031194,Medium,1.0
2025-03-30,0.0,35.40000000000001,80.0,28.3,41.08014189129081,42.62415487945912,Medium,1.0
2025-03-31,19.2,53.10000000000001,79.0,27.4,47.073835263835264,45.94135135135135,Medium,1.0
2025-04-01,0.1,38.20000000000001,74.0,28.7,35.5644513070774,37.3477508355891,Medium,1.0
2025-04-02,62.0,92.20000000000002,88.0,26.1,71.26579021970234,65.81171982045831,Medium,1.0
2025-04-03,,92.20000000000002,79.0,27.7,61.17402617003963,58.39221939661761,Medium,0.85
2025-04-04,8.0,98.5,78.0,27.5,55.32870009449564,50.36884006614695,Medium,1.0
2025-04-05,44.2,133.50000000000003,90.0,25.3,73.22829199149538,65.84580439404677,Medium,1.0
2025-04-06,0.5,134.00000000000003,88.0,26.3,66.62115520907157,56.95314197968345,Medium,1.0
2025-04-07,18.7,133.50000000000003,90.0,25.6,70.88495865816206,62.45580439404677,Medium,1.0
2025-04-08,29.1,162.50000000000003,87.0,26.8,73.38935861091426,66.57138436097331,High,1.0
2025-04-09,0.5,101.00000000000004,92.0,26.3,67.17218284904322,58.0888613276636,Medium,1.0
2025-04-10,4.0,105.00000000000004,80.0,27.8,59.60008858965274,55.06256201275691,Medium,1.0
2025-04-11,2.0,99.00000000000004,87.0,26.6,64.97350775651627,56.67006654067251,Medium,1.0
2025-04-12,2.2,57.000000000000014,80.0,27.9,48.75282818532818,47.29972972972973,Medium,1.0
2025-04-13,0.0,56.500000000000014,81.0,27.3,47.74667524667524,44.06156156156157,Medium,1.0
2025-04-14,0.0,37.80000000000001,76.0,28.8,36.57464066491288,38.52486751305806,Medium,1.0
2025-04-15,29.5,38.20000000000002,80.0,27.8,45.76214971977583,48.05600480384308,Medium,1.0
2025-04-16,3.1,40.80000000000001,81.0,27.5,44.030482385908726,43.219587670136114,Medium,1.0
2025-04-17,11.3,48.100000000000016,76.0,28.4,42.90381381381381,44.505066495066494,Medium,1.0
2025-04-18,0.0,46.100000000000016,70.0,28.8,36.683013077128365,37.636442487323194,Medium,1.0
2025-04-19,0.0,43.90000000000001,84.0,27.0,47.107864069033006,43.88106040387866,Medium,1.0
2025-04-20,0.1,44.000000000000014,76.0,28.5,38.67995958671699,39.48892409165427,Medium,1.0
2025-04-21,0.0,44.000000000000014,81.0,27.8,45.00900720576461,44.13130504403524,Medium,1.0
