Date,RR,Rain7,RH_avg,Tavg,FRI_v2,FRI_v3,Risk_Class_v3,Confidence_v3
2025-03-07,0.2,32.600000000000016,82.0,27.9,42.33785628502802,39.953928142514,Medium,1.0
2025-03-08,1.8,32.60000000000001,81.0,28.0,41.79035628502802,41.08517814251402,Medium,1.0
2025-03-09,10.3,42.600000000000016,87.0,25.9,51.03022551374432,42.636779423538826,Medium,1.0
2025-03-10,5.3,47.90000000000001,84.0,27.9,53.359900257400255,50.384950128700126,Medium,1.0
2025-03-11,0.0,47.90000000000001,89.0,26.5,52.132400257400256,39.19120012870013,Medium,1.0
2025-03-12,5.7,49.500000000000014,91.0,26.2,55.740534105534095,45.09860038610039,Medium,1.0
2025-03-13,15.3,38.600000000000016,84.0,27.6,50.09561115559115,49.544472244462256,Medium,1.0
2025-03-14,27.1,65.50000000000001,94.0,25.5,64.79687258687258,54.3184362934363,Medium,1.0
2025-03-15,2.4,66.10000000000002,82.0,27.6,54.19825611325612,45.76912805662808,Medium,1.0
2025-03-16,,55.800000000000026,84.0,28.5,61.350993850993845,66.58837408837408,High,0.75
2025-03-17,22.9,73.4,87.0,26.2,63.12703346203345,52.35185006435005,Medium,1.0
2025-03-18,0.4,73.80000000000001,81.0,27.6,54.37573359073359,43.75786679536681,Medium,1.0
2025-03-19,0.0,68.10000000000001,86.0,26.6,57.03453453453453,41.57282282282283,Medium,1.0
2025-03-20,4.7,57.500000000000014,91.0,24.6,56.76787001287002,42.518935006435015,Medium,1.0
2025-03-21,0.2,30.60000000000001,88.0,25.4,43.80804910595143,33.14735788630904,Medium,1.0
2025-03-22,7.6,35.80000000000001,94.0,25.1,51.65638110488389,42.354857219108624,Medium,1.0
2025-03-23,64.9,100.70000000000002,90.0,26.0,73.05046491849752,64.21723245924875,Medium,1.0
2025-03-24,1.5,79.30000000000001,86.0,27.3,63.18258258258258,49.735735735735744,Medium,1.0
2025-03-25,15.0,93.90000000000002,82.0,28.3,65.4417473816836,60.16531813528625,Medium,1.0
2025-03-26,8.0,101.90000000000002,80.0,29.3,62.99478108512482,58.727946098117975,Medium,1.0
2025-03-27,,97.20000000000002,87.0,27.4,73.65491377273801,67.80405937475392,High,0.75
2025-03-28,1.7,98.70000000000002,81.0,27.3,58.655234270415,45.13206157965196,Medium,1.0
2025-03-29,9.2,100.3,72.0,28.9,54.2011584714207,50.77216653729764,Medium,1.0
2025-03-30,0.0,35.40000000000001,80.0,28.3,41.08014189129081,40.19284872342318,Medium,1.0
