Date,RR,Rain7,RH_avg,Tavg,FRI_v2
2024-08-07,24.1,58.10000000000001,88.0,26.6,59.47703131703131
2024-08-08,0.8,31.100000000000005,82.0,27.7,45.591528778578414
2024-08-09,0.0,31.1,82.0,27.0,38.98376478960946
2024-08-10,0.8,31.1,80.0,28.1,43.2304176674673
2024-08-11,0.8,24.1,80.0,28.6,41.08132184760153
2024-08-12,0.8,24.1,75.0,28.4,33.332203681816694
2024-08-13,0.0,24.1,78.0,28.0,32.04263410728582
2024-08-14,0.0,0.0,76.0,28.0,13.839285714285715
2024-08-15,0.0,0.0,83.0,27.8,24.250000000000004
2024-08-16,1.2,1.2,96.0,25.6,31.924881889763785
2024-08-17,49.7,50.900000000000006,82.0,27.7,55.63015122265122
2024-08-18,0.8,50.900000000000006,84.0,27.7,57.40016802516802
2024-08-19,11.6,62.50000000000001,76.0,29.1,48.54924066924068
2024-08-20,3.6,66.10000000000001,88.0,25.8,58.21992277992277
2024-08-21,0.4,66.5,86.0,26.6,56.67973401973401
2024-08-22,0.8,66.5,82.0,27.6,59.29661804661804
2024-08-23,0.0,65.3,90.0,25.7,57.68918918918917
2024-08-24,8.9,24.5,87.0,25.9,43.59776220976781
2024-08-25,0.3,24.8,83.0,26.5,36.692858286629296
2024-08-26,0.0,13.2,81.0,26.9,29.004811898512667
2024-08-27,0.0,9.6,83.0,26.9,29.17016622922133
2024-08-28,0.0,9.2,75.0,27.6,19.2976659167604
2024-08-29,0.8,9.2,76.0,28.7,24.89202738546569
2024-08-30,0.0,9.2,73.0,28.5,20.51790401199849
2024-08-31,0.0,0.3,73.0,28.8,13.926696662917138
2024-09-01,0.8,0.0,75.0,28.9,16.55643738977072
2024-09-02,15.5,15.5,80.0,29.2,37.618613298337685
2024-09-03,13.0,28.5,80.0,27.1,37.912376567921
2024-09-04,0.5,29.0,88.0,25.8,43.62087002935681
2024-09-05,0.8,29.0,78.0,28.9,39.55713953879152
2024-09-06,0.1,29.1,80.0,28.2,38.45923538831064
2024-09-07,0.8,29.1,73.0,29.9,36.68054372951623
2024-09-08,8.3,37.4,76.0,28.7,38.715623673542
2024-09-09,0.0,21.9,85.0,26.8,39.24526287696823
2024-09-10,4.8,13.7,82.0,27.1,33.37406824146981
2024-09-11,0.1,13.3,88.0,26.6,37.04021872265966
2024-09-12,8.2,21.5,87.0,26.1,42.47013477448625
2024-09-13,0.0,21.4,74.0,28.2,28.10462655838956
2024-09-14,0.8,21.4,81.0,27.2,37.951348733307626
2024-09-15,1.6,14.7,81.0,27.6,32.83980314960629
2024-09-16,0.4,15.1,77.0,27.5,24.86226377952754
2024-09-17,0.0,10.3,84.0,26.7,30.66579177602798
2024-09-18,0.8,10.2,76.0,28.0,24.300868641419807
2024-09-19,0.8,2.8000000000000003,74.0,28.4,16.195359330083733
2024-09-20,0.8,2.8000000000000003,75.0,28.8,18.851810190392865
2024-09-21,0.1,2.9000000000000004,72.0,28.7,15.339337582802145
2024-09-22,0.0,1.3,71.0,29.5,14.614891888513936
2024-09-23,0.0,0.9,82.0,28.2,24.708661417322837
2024-09-24,1.4,2.3,79.0,26.7,16.676579177602797
2024-09-25,0.0,2.3,76.0,28.5,16.691976002999624
2024-09-26,1.5,3.0,89.0,24.7,28.33720472440944
2024-09-27,0.8,3.8,79.0,27.9,21.12462598425196
2024-09-28,0.0,3.7,86.0,26.8,28.746719160104984
2024-09-29,4.1,7.799999999999999,78.0,28.6,25.21228783902012
2024-09-30,0.8,7.799999999999999,77.0,28.3,23.64513463594828
2024-10-01,0.0,6.399999999999999,82.0,26.8,24.872703412073484
2024-10-02,0.8,6.399999999999999,78.0,28.7,25.120905025760656
2024-10-03,2.0,6.899999999999999,85.0,26.9,30.844181977252838
2024-10-04,2.5,8.599999999999998,87.0,26.7,33.95220909886263
2024-10-05,0.8,8.599999999999998,85.0,26.8,34.561096529600455
2024-10-06,24.2,28.7,82.0,27.3,43.27632950805088
2024-10-07,0.0,28.7,75.0,28.5,31.97934538106675
2024-10-08,0.0,28.7,91.0,26.8,46.59244061916199
2024-10-09,13.3,42.0,79.0,28.4,45.09281113779912
2024-10-10,0.0,40.0,85.0,26.9,46.76883729205585
2024-10-11,11.7,49.2,84.0,27.7,54.00650900900901
2024-10-12,20.3,69.5,85.0,27.1,61.40387387387386
2024-10-13,0.7,46.0,87.0,26.7,51.02020327373008
2024-10-14,43.0,89.0,82.0,28.1,67.66763229388141
2024-10-15,1.0,90.0,82.0,26.9,58.25030317347822
2024-10-16,1.2,77.9,79.0,28.3,54.27879879879878
2024-10-17,0.0,77.9,81.0,27.9,56.47240990990989
2024-10-18,23.5,89.7,83.0,26.1,62.23814079848807
2024-10-19,0.3,69.7,74.0,27.8,44.534414414414414
2024-10-20,1.5,70.5,75.0,28.1,46.74502895752896
2024-10-21,0.0,27.5,75.0,29.4,32.74896107362079
2024-10-22,0.0,26.5,70.0,29.8,30.22562494439996
2024-10-23,0.0,25.3,71.0,29.6,30.00317714489051
2024-10-24,0.0,25.3,74.0,29.6,31.61032000203336
2024-10-25,0.0,1.8,72.0,28.5,14.155418072740906
2024-10-26,0.0,1.5,72.0,29.0,14.613642044744406
2024-10-27,0.0,0.0,68.0,29.7,12.26190476190476
2024-10-28,0.0,0.0,66.0,29.5,10.912698412698411
2024-10-29,0.0,0.0,71.0,30.0,14.285714285714286
2024-10-30,53.6,53.6,75.0,28.1,47.851448519948526
2024-10-31,0.0,53.6,79.0,27.5,43.65387709137709
2024-11-01,38.4,92.0,80.0,27.5,62.13481159933853
2024-11-02,4.2,96.2,88.0,26.4,65.95202929364517
2024-11-03,0.0,96.2,78.0,28.8,55.81369596031183
2024-11-04,12.4,108.6,84.0,26.2,63.57437042286794
2024-11-05,6.0,114.6,87.0,26.2,66.70039570044885
2024-11-06,3.3,64.3,82.0,27.2,52.79854997854997
2024-11-07,44.1,108.4,90.0,25.2,71.6525584691708
2024-11-08,1.2,71.19999999999999,84.0,26.6,55.51196053196053
2024-11-09,0.0,67.0,79.0,27.8,48.90283140283141
2024-11-10,97.1,164.1,83.0,26.8,72.33285424049137
2024-11-11,0.0,151.7,79.0,29.0,61.244290889046376
2024-11-12,37.6,183.3,86.0,26.9,75.12057957319473
2024-11-13,6.6,186.6,86.0,26.8,71.49103236475314
2024-11-14,0.0,142.49999999999997,89.0,26.2,67.46482990786676
2024-11-15,33.1,174.4,83.0,28.1,73.22133652256085
2024-11-16,0.0,174.4,89.0,26.5,69.59883652256083
2024-11-17,56.2,133.5,86.0,27.2,74.50073643593983
2024-11-18,0.1,133.6,90.0,25.7,67.1875313016773
2024-11-19,70.0,166.0,90.0,26.3,77.36106780061422
2024-11-20,0.8,159.4,90.0,26.8,77.96808147623173
2024-11-21,1.9,161.3,90.0,26.5,70.21015355539807
2024-11-22,38.7,166.9,87.0,26.4,73.69255492558469
2024-11-23,2.0,168.9,92.0,26.4,71.86567446255611
2024-11-24,0.3,113.0,91.0,26.1,67.00923340420505
2024-11-25,3.3,116.2,93.0,25.8,69.39822466335931
2024-11-26,2.6,48.8,86.0,26.8,52.42030888030887
2024-11-27,15.3,64.1,92.0,25.6,61.8430888030888
2024-11-28,2.2,64.4,85.0,26.9,56.057391677391664
2024-11-29,7.7,33.4,93.0,25.4,50.33394582332531
2024-11-30,0.8,31.4,81.0,28.0,45.09996886398006
2024-12-01,4.1,35.2,82.0,27.5,43.68868895116093
2024-12-02,0.0,31.9,87.0,26.6,44.81790988346231
2024-12-03,1.4,30.7,83.0,27.4,41.99474779823858
2024-12-04,0.0,15.4,79.0,27.2,27.82042869641293
2024-12-05,0.8,13.2,75.0,27.2,23.62968517824159
2024-12-06,0.0,5.5,73.0,28.4,17.46562929633795
2024-12-07,2.0,7.5,74.0,28.3,20.237257842769644
2024-12-08,0.0,3.4,70.0,28.7,14.621609798775149
2024-12-09,0.0,3.4,79.0,26.8,17.260498687664043
2024-12-10,0.0,2.0,78.0,28.0,17.824803149606296
2024-12-11,0.0,2.0,78.0,28.3,18.588692038495186
2024-12-12,11.5,13.5,86.0,26.3,38.32992125984251
2024-12-13,10.5,24.0,85.0,26.8,42.819268748332
2024-12-14,0.0,22.0,76.0,28.4,29.69402506131889
2024-12-15,0.0,22.0,79.0,28.6,34.257517124810946
2024-12-16,0.0,22.0,79.0,28.7,34.39640601369983
2024-12-17,4.0,26.0,86.0,27.7,46.59074259407525
2024-12-18,25.5,51.5,89.0,26.0,57.42403474903474
2024-12-19,64.9,104.9,86.0,26.1,70.88184927947083
2024-12-20,3.5,97.9,90.0,25.7,66.43909756673753
2024-12-21,12.4,110.3,82.0,27.6,64.04977202929365
2024-12-22,21.0,131.3,85.0,27.1,69.4450271674935
2024-12-23,38.5,169.8,94.0,25.6,77.55216158752657
