Feature,Importance,Percentage
rain7,0.45846273697506357,45.84627369750636
rain3,0.2801376604207675,28.013766042076753
rh_avg,0.15830494204876913,15.830494204876915
rr,0.028317526883783885,2.831752688378389
rainfall_anomaly,0.027075543834365782,2.7075543834365785
temp_range,0.026131647999146614,2.613164799914662
rain14,0.014742627359870013,1.4742627359870015
day_of_year,0.004886443906228331,0.48864439062283316
month,0.0019408705720051543,0.19408705720051547
